1	92012.23				2025-12-08 18:39:23
2	92030.32				2025-12-08 18:57:07
3	92000.29				2025-12-08 19:00:02
4	91986.81				2025-12-08 20:00:04
5	91789.33				2025-12-08 20:58:00
6	91782.71				2025-12-08 21:00:01
7	91517.36	91517.36	91517.36	91517.36	2025-12-08 21:26:49
8	91417.08	91417.08	91417.08	91417.08	2025-12-08 22:00:03
9	91524.85	91524.85	91524.85	91524.85	2025-12-08 22:13:44
